round,institute,program,stream,quota,category,seat_type,Predicted_Opening_Rank,Predicted_Closing_Rank
Round 3,"Abacus Institute of Engineering & Management, Mogra, Hooghly",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,40893,62148
Round 3,"Abacus Institute of Engineering & Management, Mogra, Hooghly",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,582088,604271
Round 1,"Abacus Institute of Engineering & Management, Mogra, Hooghly",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,SC,WBJEE Seats,75959,78025
Round 1,"Abacus Institute of Engineering & Management, Mogra, Hooghly",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,304501,698109
Round 1,"Abacus Institute of Engineering & Management, Mogra, Hooghly",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,21138,102116
Round 2,"Abacus Institute of Engineering & Management, Mogra, Hooghly",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,740984,863927
Round 3,"Abacus Institute of Engineering & Management, Mogra, Hooghly",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,58615,83653
Round 1,"Abacus Institute of Engineering & Management, Mogra, Hooghly",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,SC,WBJEE Seats,80254,81309
Round 1,"Academy of Technology, Adisaptagram, Hooghly",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,EWS,WBJEE Seats,29412,79768
Round 2,"Academy of Technology, Adisaptagram, Hooghly",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,EWS,WBJEE Seats,53332,86088
Round 3,"Academy of Technology, Adisaptagram, Hooghly",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,EWS,WBJEE Seats,53220,95572
Round 1,"Academy of Technology, Adisaptagram, Hooghly",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,31056,57649
Round 1,"Academy of Technology, Adisaptagram, Hooghly",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,3591,23878
Round 2,"Academy of Technology, Adisaptagram, Hooghly",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,19900,32497
Round 3,"Academy of Technology, Adisaptagram, Hooghly",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,10561,44391
Round 1,"Academy of Technology, Adisaptagram, Hooghly",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,EWS,WBJEE Seats,65757,78147
Round 1,"Academy of Technology, Adisaptagram, Hooghly",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,40126,60440
Round 1,"Academy of Technology, Adisaptagram, Hooghly",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,4738,26579
Round 2,"Academy of Technology, Adisaptagram, Hooghly",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,27741,41261
Round 1,"Academy of Technology, Adisaptagram, Hooghly",Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,9667,14301
Round 2,"Academy of Technology, Adisaptagram, Hooghly",Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,15427,15996
Round 1,"Academy of Technology, Adisaptagram, Hooghly",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,3886,10081
Round 2,"Academy of Technology, Adisaptagram, Hooghly",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,10341,11249
Round 3,"Academy of Technology, Adisaptagram, Hooghly",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,8504,9162
Round 1,"Academy of Technology, Adisaptagram, Hooghly",Computer Science And Business System,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,EWS,WBJEE Seats,68489,84014
Round 1,"Academy of Technology, Adisaptagram, Hooghly",Computer Science And Business System,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,15587,43017
Round 1,"Academy of Technology, Adisaptagram, Hooghly",Computer Science And Business System,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,94744,219109
Round 2,"Academy of Technology, Adisaptagram, Hooghly",Computer Science And Business System,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,38025,69669
Round 3,"Academy of Technology, Adisaptagram, Hooghly",Computer Science And Business System,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,18078,51337
Round 2,"Academy of Technology, Adisaptagram, Hooghly",Computer Science And Business System,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,418713,508008
Round 1,"Academy of Technology, Adisaptagram, Hooghly",Computer Science And Business System,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,TFW,WBJEE Seats,10994,12593
Round 2,"Academy of Technology, Adisaptagram, Hooghly",Computer Science And Business System,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,TFW,WBJEE Seats,14181,14537
Round 1,"Academy of Technology, Adisaptagram, Hooghly",Computer Science And Business System (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,11650,14496
Round 2,"Academy of Technology, Adisaptagram, Hooghly",Computer Science And Business System (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,16260,17657
Round 1,"Academy of Technology, Adisaptagram, Hooghly",Electrical & Electronics Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,193859,563979
Round 1,"Academy of Technology, Adisaptagram, Hooghly",Electrical & Electronics Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,14960,79154
Round 2,"Academy of Technology, Adisaptagram, Hooghly",Electrical & Electronics Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,407958,623557
Round 2,"Academy of Technology, Adisaptagram, Hooghly",Electrical & Electronics Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,58578,98186
Round 3,"Academy of Technology, Adisaptagram, Hooghly",Electrical & Electronics Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,29803,94341
Round 1,"Academy of Technology, Adisaptagram, Hooghly",Electrical & Electronics Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,TFW,WBJEE Seats,14276,17180
Round 2,"Academy of Technology, Adisaptagram, Hooghly",Electrical & Electronics Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,TFW,WBJEE Seats,18281,20141
Round 1,"Academy of Technology, Adisaptagram, Hooghly",Electrical & Electronics Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,17869,20231
Round 2,"Academy of Technology, Adisaptagram, Hooghly",Electrical & Electronics Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,24136,26577
Round 1,"Academy of Technology, Adisaptagram, Hooghly",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,209866,542877
Round 1,"Academy of Technology, Adisaptagram, Hooghly",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,15588,79400
Round 2,"Academy of Technology, Adisaptagram, Hooghly",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,624893,833377
Round 2,"Academy of Technology, Adisaptagram, Hooghly",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,57851,81943
Round 3,"Academy of Technology, Adisaptagram, Hooghly",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,668738,707555
Round 3,"Academy of Technology, Adisaptagram, Hooghly",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,30443,87120
Round 1,"Academy of Technology, Adisaptagram, Hooghly",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,TFW,WBJEE Seats,17971,20389
Round 2,"Academy of Technology, Adisaptagram, Hooghly",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,TFW,WBJEE Seats,21700,22487
Round 3,"Academy of Technology, Adisaptagram, Hooghly",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,TFW,WBJEE Seats,18018,21381
Round 1,"Academy of Technology, Adisaptagram, Hooghly",Electrical Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,18472,22087
Round 2,"Academy of Technology, Adisaptagram, Hooghly",Electrical Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,25333,25963
Round 1,"Academy of Technology, Adisaptagram, Hooghly",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,EWS,WBJEE Seats,63003,92949
Round 1,"Academy of Technology, Adisaptagram, Hooghly",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,134739,316160
Round 1,"Academy of Technology, Adisaptagram, Hooghly",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,10104,61247
Round 2,"Academy of Technology, Adisaptagram, Hooghly",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,51113,69865
Round 3,"Academy of Technology, Adisaptagram, Hooghly",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,26616,41577
Round 2,"Academy of Technology, Adisaptagram, Hooghly",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,486220,749615
Round 1,"Academy of Technology, Adisaptagram, Hooghly",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,TFW,WBJEE Seats,10152,13331
Round 2,"Academy of Technology, Adisaptagram, Hooghly",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,TFW,WBJEE Seats,14507,15118
Round 3,"Academy of Technology, Adisaptagram, Hooghly",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,TFW,WBJEE Seats,11548,12053
Round 1,"Academy of Technology, Adisaptagram, Hooghly",Electronics & Communication Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,12405,17934
Round 2,"Academy of Technology, Adisaptagram, Hooghly",Electronics & Communication Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Tuition Fee Waiver,WBJEE Seats,18969,21572
Round 1,"Academy of Technology, Adisaptagram, Hooghly",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,299438,616669
Round 1,"Academy of Technology, Adisaptagram, Hooghly",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,21971,99502
Round 2,"Academy of Technology, Adisaptagram, Hooghly",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,576408,921851
Round 3,"Academy of Technology, Adisaptagram, Hooghly",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,35605,61914
Round 1,"Adamas University, Barasat",B.Pharm/Pharmaceutical Technology,B. Pharma,All India,Open,WBJEE Seats,10155,91819
Round 1,"Adamas University, Barasat",B.Pharm/Pharmaceutical Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,409340,1336647
Round 2,"Adamas University, Barasat",B.Pharm/Pharmaceutical Technology,B. Pharma,All India,Open,WBJEE Seats,76763,80132
Round 1,"Adamas University, Barasat",B.Pharm/Pharmaceutical Technology (TFW),B. Pharma,Home State,Tuition Fee Waiver,WBJEE Seats,12681,22091
Round 2,"Adamas University, Barasat",B.Pharm/Pharmaceutical Technology (TFW),B. Pharma,Home State,Tuition Fee Waiver,WBJEE Seats,23515,24977
Round 1,"Adamas University, Barasat",Biotechnology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,372843,970554
Round 1,"Adamas University, Barasat",Biotechnology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,24696,100179
Round 2,"Adamas University, Barasat",Biotechnology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,733049,893937
Round 2,"Adamas University, Barasat",Biotechnology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,59025,60368
Round 3,"Adamas University, Barasat",Biotechnology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,43854,89539
Round 3,"Adamas University, Barasat",Biotechnology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,360517,1124748
Round 1,"Adamas University, Barasat",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,40175,78284
Round 1,"Adamas University, Barasat",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,455594,752583
Round 1,"Adamas University, Barasat",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,132276,746945
Round 1,"Adamas University, Barasat",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,10400,95615
Round 2,"Adamas University, Barasat",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,809893,1089062
Round 2,"Adamas University, Barasat",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,42954,46851
Round 3,"Adamas University, Barasat",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,333585,994364
Round 3,"Adamas University, Barasat",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,37951,88984
Round 1,"Adamas University, Barasat",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,365131,735512
Round 1,"Adamas University, Barasat",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,34922,100222
Round 1,"Adamas University, Barasat",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,238601,820234
Round 1,"Adamas University, Barasat",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,25652,98545
Round 2,"Adamas University, Barasat",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,39686,48772
Round 3,"Adamas University, Barasat",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,45214,57444
Round 1,"Adamas University, Barasat",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,44749,92479
Round 1,"Adamas University, Barasat",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,343180,780585
Round 1,"Aliah University, New Town",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open,WBJEE Seats,7761,15017
Round 2,"Aliah University, New Town",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open,WBJEE Seats,15041,17953
Round 3,"Aliah University, New Town",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open,WBJEE Seats,8682,14623
Round 1,"Aliah University, New Town",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open,WBJEE Seats,3245,5559
Round 2,"Aliah University, New Town",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open,WBJEE Seats,5298,6422
Round 3,"Aliah University, New Town",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open,WBJEE Seats,3756,4602
Round 1,"Aliah University, New Town",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open,WBJEE Seats,7175,9930
Round 2,"Aliah University, New Town",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open,WBJEE Seats,8029,11744
Round 3,"Aliah University, New Town",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open,WBJEE Seats,7012,9373
Round 1,"Aliah University, New Town",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open,WBJEE Seats,4808,7488
Round 2,"Aliah University, New Town",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open,WBJEE Seats,6264,8679
Round 3,"Aliah University, New Town",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open,WBJEE Seats,5615,6549
Round 1,"Aliah University, New Town",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open,WBJEE Seats,7717,13159
Round 2,"Aliah University, New Town",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open,WBJEE Seats,12525,15277
Round 3,"Aliah University, New Town",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),Home State,Open,WBJEE Seats,9606,11114
Round 1,"Asansol Engineering College, Asansol, Burdwan",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,WBJEE Seats,23141,92298
Round 1,"Asansol Engineering College, Asansol, Burdwan",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,238046,528609
Round 2,"Asansol Engineering College, Asansol, Burdwan",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),All India,Open,JEE(Main) Seats,510648,562503
